____VehicleSample__
hhID,vehIDinHH,hhWt,nTrips
1035198,3,303.74908,1
___Trip_
gID,dayID,idInDay,secsFromLastTrip,numRecSteps,miles,year,month,day,hr24,min,sec,numPayloadAdjust
0,0,0,30625,9366,130.21385,2012,5,25,5,46,23,1
tStepID,payloadKg
0,0.0
speedMPH,fltGrade,recAuxKW
73.1,0.013113697,0.0
73.1,0.013218975,0.0
72.7,0.013386212,0.0
72.7,0.013605295,0.0
72.8,0.013841443,0.0
72.8,0.0140291285,0.0
72.9,0.01409708,0.0
72.9,0.014023455,0.0
73.0,0.0138700195,0.0
73.2,0.0137544675,0.0
72.6,0.013789715,0.0
71.3,0.014034341,0.0
70.1,0.014461254,0.0
69.2,0.014956244,0.0
67.6,0.01537453,0.0
65.8,0.015628872,0.0
65.2,0.015731294,0.0
65.3,0.01575849,0.0
65.9,0.015777463,0.0
66.3,0.015777867,0.0
66.4,0.015644263,0.0
64.8,0.015185291,0.0
63.2,0.014230989,0.0
61.6,0.01277659,0.0
60.3,0.011056118,0.0
60.4,0.009430416,0.0
61.0,0.008170913,0.0
61.5,0.0073511237,0.0
62.0,0.0069224276,0.0
61.9,0.0068690814,0.0
61.4,0.007321302,0.0
61.6,0.008549606,0.0
61.9,0.010781348,0.0
61.9,0.013867969,0.0
61.9,0.017006319,0.0
62.1,0.018829513,0.0
62.2,0.018038891,0.0
62.3,0.014294032,0.0
62.1,0.0086704325,0.0
60.9,0.0031883847,0.0
59.6,-3.1063455E-4,0.0
58.3,-0.0010569285,0.0
57.5,6.181095E-4,0.0
58.1,0.0038530803,0.0
59.1,0.0076908655,0.0
60.0,0.011128408,0.0
61.0,0.013196256,0.0
61.6,0.013367011,0.0
61.1,0.011919659,0.0
60.9,0.009751756,0.0
61.2,0.0077781836,0.0
61.8,0.006480609,0.0
61.8,0.0058784243,0.0
60.7,0.0057492675,0.0
60.0,0.0058348635,0.0
59.0,0.0059294775,0.0
58.7,0.0058820182,0.0
59.0,0.0055764285,0.0
59.1,0.004944253,0.0
59.3,0.0040143263,0.0
59.6,0.002936794,0.0
60.0,0.0019256284,0.0
60.4,0.0011543676,0.0
60.3,6.865818E-4,0.0
59.7,4.7982263E-4,0.0
59.6,4.4052134E-4,0.0
60.3,4.7967682E-4,0.0
61.2,5.38565E-4,0.0
62.0,5.8883964E-4,0.0
61.2,6.22571E-4,0.0
60.6,6.4158626E-4,0.0
60.7,6.498628E-4,0.0
60.7,6.4999814E-4,0.0
60.7,6.429453E-4,0.0
60.8,6.291397E-4,0.0
61.8,6.09977E-4,0.0
62.6,5.9003616E-4,0.0
63.1,5.8004074E-4,0.0
63.5,5.987856E-4,0.0
63.8,6.71015E-4,0.0
63.6,8.179908E-4,0.0
63.8,0.0010402093,0.0
64.3,0.0012983667,0.0
63.9,0.0015013223,0.0
63.0,0.0015047543,0.0
62.1,0.0011275513,0.0
61.4,2.0871521E-4,0.0
60.7,-0.0012871472,0.0
60.7,-0.0031805553,0.0
61.2,-0.0051112743,0.0
61.7,-0.006709381,0.0
61.9,-0.0077812425,0.0
62.0,-0.0083821565,0.0
61.6,-0.008751106,0.0
61.0,-0.009167335,0.0
62.1,-0.009803599,0.0
63.0,-0.010640049,0.0
62.7,-0.011491594,0.0
62.6,-0.012146488,0.0
62.8,-0.012533303,0.0
63.9,-0.012811642,0.0
65.8,-0.013316294,0.0
66.3,-0.014352327,0.0
67.4,-0.015952382,0.0
68.2,-0.01778699,0.0
69.7,-0.019332036,0.0
71.1,-0.020168968,0.0
72.1,-0.02016259,0.0
73.1,-0.019421738,0.0
74.0,-0.018198587,0.0
74.2,-0.016846748,0.0
74.5,-0.01574301,0.0
75.0,-0.015112071,0.0
75.2,-0.014907878,0.0
75.5,-0.01489138,0.0
75.4,-0.014825568,0.0
75.9,-0.0146074835,0.0
76.1,-0.014261102,0.0
76.4,-0.013849949,0.0
76.2,-0.0133810155,0.0
75.6,-0.012742298,0.0
77.4,-0.011759192,0.0
73.5,-0.010413196,0.0
72.4,-0.00905296,0.0
72.0,-0.008352855,0.0
71.5,-0.008986642,0.0
72.2,-0.011187787,0.0
72.9,-0.014457189,0.0
73.6,-0.017722258,0.0
74.3,-0.019938732,0.0
74.9,-0.020609297,0.0
75.8,-0.019876622,0.0
76.3,-0.01838912,0.0
76.9,-0.017010815,0.0
77.7,-0.016311327,0.0
78.7,-0.016197437,0.0
79.2,-0.016129723,0.0
79.8,-0.015800528,0.0
80.1,-0.015613801,0.0
80.3,-0.016394753,0.0
79.5,-0.01855569,0.0
79.3,-0.021620505,0.0
79.9,-0.024591653,0.0
79.9,-0.026686879,0.0
85.2,-0.02776874,0.0
81.8,-0.028258258,0.0
80.5,-0.028694734,0.0
79.0,-0.029317867,0.0
77.9,-0.030013299,0.0
77.7,-0.03055363,0.0
78.1,-0.030823382,0.0
78.6,-0.030869562,0.0
78.8,-0.030800682,0.0
78.4,-0.03064208,0.0
77.3,-0.030299751,0.0
76.6,-0.029696643,0.0
76.5,-0.02892715,0.0
77.0,-0.028234301,0.0
77.9,-0.027861403,0.0
78.3,-0.027970677,0.0
78.6,-0.028652662,0.0
78.6,-0.029900538,0.0
78.7,-0.03152748,0.0
79.5,-0.033175927,0.0
79.5,-0.034535132,0.0
80.0,-0.03561101,0.0
79.7,-0.03669996,0.0
79.3,-0.037990484,0.0
78.4,-0.03921258,0.0
77.1,-0.039761573,0.0
75.8,-0.039187353,0.0
75.0,-0.037585303,0.0
74.6,-0.03557237,0.0
73.8,-0.033880472,0.0
72.6,-0.032909907,0.0
71.4,-0.03262387,0.0
70.9,-0.032780413,0.0
71.1,-0.03315869,0.0
70.9,-0.033609282,0.0
70.3,-0.03404913,0.0
69.4,-0.0344856,0.0
69.1,-0.035005197,0.0
69.9,-0.035671856,0.0
71.2,-0.03638942,0.0
72.8,-0.03681783,0.0
74.3,-0.036394067,0.0
75.6,-0.034495275,0.0
76.9,-0.030782469,0.0
78.5,-0.025735015,0.0
79.1,-0.021079173,0.0
79.6,-0.019253723,0.0
78.3,-0.021559715,0.0
76.9,-0.026597163,0.0
75.2,-0.03102873,0.0
73.2,-0.03212319,0.0
71.3,-0.029536368,0.0
70.1,-0.02496148,0.0
69.0,-0.02047344,0.0
68.1,-0.017177386,0.0
67.3,-0.015020718,0.0
67.1,-0.013437896,0.0
66.1,-0.012005657,0.0
65.3,-0.0106538115,0.0
64.7,-0.009537543,0.0
64.3,-0.0088919075,0.0
62.4,-0.009022396,0.0
61.7,-0.010338424,0.0
61.1,-0.013247289,0.0
60.8,-0.017842403,0.0
58.8,-0.02359959,0.0
58.3,-0.029423513,0.0
58.2,-0.034081586,0.0
59.5,-0.0366987,0.0
59.5,-0.037015058,0.0
58.4,-0.035366554,0.0
58.1,-0.0324925,0.0
57.8,-0.029267663,0.0
56.7,-0.026427299,0.0
56.1,-0.024377214,0.0
55.3,-0.023180734,0.0
55.4,-0.0226877,0.0
57.8,-0.02266966,0.0
58.3,-0.022893064,0.0
58.9,-0.023145488,0.0
60.8,-0.02324748,0.0
63.1,-0.02306856,0.0
64.6,-0.022532145,0.0
65.7,-0.02160589,0.0
66.8,-0.020319138,0.0
68.1,-0.018820323,0.0
69.7,-0.017387755,0.0
70.4,-0.016307132,0.0
71.1,-0.01569634,0.0
72.2,-0.015457601,0.0
72.6,-0.015402974,0.0
73.1,-0.015416943,0.0
73.2,-0.015499096,0.0
72.1,-0.015663797,0.0
71.3,-0.015815094,0.0
72.8,-0.015723135,0.0
66.8,-0.015131633,0.0
61.6,-0.013928795,0.0
60.3,-0.012255377,0.0
59.7,-0.010454642,0.0
58.1,-0.008895554,0.0
57.4,-0.0078022033,0.0
55.7,-0.007206807,0.0
54.1,-0.007034924,0.0
53.1,-0.0072264005,0.0
53.2,-0.007789334,0.0
54.0,-0.008760827,0.0
55.1,-0.010112407,0.0
56.0,-0.011677705,0.0
56.6,-0.013191032,0.0
57.2,-0.014422393,0.0
58.7,-0.015276371,0.0
59.7,-0.015778022,0.0
60.9,-0.01600285,0.0
61.3,-0.016033836,0.0
62.0,-0.015955245,0.0
63.0,-0.015846875,0.0
63.5,-0.015763178,0.0
64.0,-0.015713755,0.0
63.9,-0.015674513,0.0
63.6,-0.015632043,0.0
63.4,-0.015610246,0.0
63.0,-0.015630195,0.0
62.8,-0.01562624,0.0
62.4,-0.015390916,0.0
61.9,-0.014607187,0.0
61.0,-0.0129911,0.0
60.3,-0.010498351,0.0
60.8,-0.0074434327,0.0
61.4,-0.004394384,0.0
62.2,-0.0018950963,0.0
62.8,-2.240301E-4,0.0
63.5,6.3296757E-4,0.0
64.1,7.999514E-4,0.0
64.5,2.9758294E-4,0.0
65.3,-0.0010086546,0.0
65.9,-0.0032391236,0.0
66.1,-0.006232406,0.0
66.8,-0.009439963,0.0
67.3,-0.012152916,0.0
67.8,-0.013906112,0.0
68.1,-0.014726185,0.0
68.5,-0.015071875,0.0
69.0,-0.015550155,0.0
69.5,-0.016548198,0.0
70.0,-0.017980697,0.0
70.2,-0.019399751,0.0
70.4,-0.020416372,0.0
70.6,-0.020997984,0.0
70.9,-0.021372966,0.0
70.8,-0.021758283,0.0
70.1,-0.022224179,0.0
69.3,-0.022724638,0.0
68.8,-0.023129372,0.0
68.7,-0.02317854,0.0
69.1,-0.022466205,0.0
68.8,-0.020602837,0.0
66.2,-0.017564185,0.0
61.6,-0.014002807,0.0
57.8,-0.011150266,0.0
57.1,-0.010175272,0.0
53.3,-0.011439366,0.0
53.6,-0.014315961,0.0
55.4,-0.017713554,0.0
55.8,-0.02077256,0.0
57.9,-0.023125827,0.0
58.2,-0.024582762,0.0
58.0,-0.02471086,0.0
58.0,-0.022971608,0.0
58.7,-0.019345608,0.0
59.7,-0.014641507,0.0
60.3,-0.01007584,0.0
60.4,-0.006540229,0.0
60.6,-0.004144279,0.0
61.2,-0.002282344,0.0
60.7,-9.2818635E-5,0.0
60.8,0.0030039777,0.0
61.0,0.006952377,0.0
60.3,0.011060413,0.0
59.4,0.014377498,0.0
59.4,0.016189603,0.0
59.7,0.016261827,0.0
60.4,0.014726778,0.0
61.3,0.011779439,0.0
62.1,0.007434627,0.0
62.9,0.0016286862,0.0
63.8,-0.005281944,0.0
64.3,-0.012021805,0.0
66.2,-0.016545039,0.0
67.9,-0.017188748,0.0
68.5,-0.014198964,0.0
68.4,-0.010079389,0.0
70.7,-0.00802152,0.0
70.4,-0.009733949,0.0
71.9,-0.014554851,0.0
71.9,-0.020311985,0.0
72.0,-0.024939576,0.0
72.3,-0.027497478,0.0
72.4,-0.027990557,0.0
72.4,-0.026583336,0.0
72.6,-0.023235979,0.0
72.4,-0.018078972,0.0
72.1,-0.011936958,0.0
72.2,-0.006279204,0.0
72.0,-0.0025237352,0.0
71.9,-0.0012888403,0.0
72.0,-0.0021675564,0.0
72.0,-0.0040572747,0.0
71.8,-0.0057141827,0.0
71.5,-0.0062466403,0.0
71.3,-0.0054273987,0.0
71.2,-0.0037940217,0.0
71.3,-0.002473583,0.0
71.6,-0.002641094,0.0
71.7,-0.0047782846,0.0
71.9,-0.008275958,0.0
72.2,-0.011799807,0.0
72.2,-0.014164808,0.0
72.2,-0.015012549,0.0
71.9,-0.014837171,0.0
72.2,-0.014469141,0.0
72.7,-0.01447028,0.0
73.5,-0.0148679195,0.0
74.0,-0.0153787825,0.0
74.7,-0.015935253,0.0
75.3,-0.017013209,0.0
76.1,-0.01927815,0.0
76.6,-0.022801632,0.0
77.2,-0.026747776,0.0
77.7,-0.02988817,0.0
78.3,-0.03132373,0.0
78.5,-0.030739032,0.0
77.6,-0.028214226,0.0
77.2,-0.024016066,0.0
77.7,-0.018599015,0.0
77.8,-0.012743814,0.0
77.8,-0.007525393,0.0
78.1,-0.0038019484,0.0
77.7,-0.001515018,0.0
76.9,3.4765096E-4,0.0
76.5,0.002833336,0.0
76.1,0.006036469,0.0
76.0,0.009106364,0.0
75.9,0.01115111,0.0
75.9,0.011979903,0.0
76.0,0.012045257,0.0
75.7,0.011889843,0.0
75.6,0.01166741,0.0
76.1,0.0110097965,0.0
76.6,0.009260284,0.0
76.7,0.0059890393,0.0
77.0,0.0015034302,0.0
77.4,-0.0031388393,0.0
77.9,-0.006767061,0.0
78.0,-0.008821774,0.0
78.4,-0.009515757,0.0
78.8,-0.009448562,0.0
79.3,-0.009160706,0.0
79.7,-0.008943236,0.0
79.9,-0.008862241,0.0
80.1,-0.008846671,0.0
79.8,-0.008759661,0.0
79.6,-0.008450871,0.0
79.1,-0.007826917,0.0
78.4,-0.006936347,0.0
77.8,-0.0059816455,0.0
77.3,-0.005204688,0.0
76.7,-0.004738117,0.0
76.7,-0.004556618,0.0
76.9,-0.004544074,0.0
77.2,-0.0045902324,0.0
77.1,-0.0046394486,0.0
76.8,-0.0046787206,0.0
76.7,-0.004703907,0.0
76.4,-0.0047046286,0.0
76.2,-0.0046712733,0.0
76.1,-0.004605325,0.0
76.1,-0.004522087,0.0
75.9,-0.004436789,0.0
75.9,-0.0043268716,0.0
76.1,-0.0041015893,0.0
76.2,-0.0036380398,0.0
76.5,-0.002886189,0.0
76.3,-0.0019575644,0.0
76.1,-0.0011110037,0.0
75.1,-6.4746814E-4,0.0
72.8,-7.955351E-4,0.0
72.3,-0.0016202528,0.0
71.1,-0.002940665,0.0
71.1,-0.0043171505,0.0
71.0,-0.005251562,0.0
70.0,-0.0055816504,0.0
69.2,-0.0056896145,0.0
68.9,-0.006170118,0.0
69.0,-0.0072422526,0.0
69.4,-0.00855124,0.0
69.4,-0.009491134,0.0
69.6,-0.009611497,0.0
70.1,-0.008800382,0.0
70.8,-0.0072908234,0.0
71.4,-0.005558914,0.0
72.1,-0.0041043134,0.0
72.6,-0.0032118903,0.0
73.4,-0.0028645254,0.0
73.6,-0.002837152,0.0
74.1,-0.0028572548,0.0
74.4,-0.0027310313,0.0
74.7,-0.0024056286,0.0
75.0,-0.0019608093,0.0
75.0,-0.0015349957,0.0
75.6,-0.0012313211,0.0
75.0,-0.0010682608,0.0
74.6,-9.976068E-4,0.0
74.4,-9.577448E-4,0.0
74.2,-9.2137716E-4,0.0
74.7,-9.234587E-4,0.0
74.9,-0.0010639828,0.0
75.3,-0.0014668364,0.0
75.7,-0.0021955646,0.0
76.0,-0.0032034044,0.0
76.5,-0.0044239596,0.0
76.7,-0.0059515424,0.0
77.1,-0.008057502,0.0
77.1,-0.0108985,0.0
77.1,-0.014187531,0.0
77.3,-0.01725597,0.0
77.1,-0.019491717,0.0
77.1,-0.020661447,0.0
77.9,-0.020788833,0.0
78.1,-0.01982682,0.0
78.4,-0.017615873,0.0
77.5,-0.014257204,0.0
77.1,-0.010433793,0.0
77.3,-0.007155092,0.0
77.9,-0.005107697,0.0
77.7,-0.004305314,0.0
77.8,-0.004297755,0.0
77.6,-0.004576817,0.0
77.7,-0.0048065707,0.0
78.0,-0.0048284363,0.0
78.3,-0.004586034,0.0
78.4,-0.004096947,0.0
78.5,-0.0034698155,0.0
78.6,-0.0028799959,0.0
78.9,-0.0024752838,0.0
78.8,-0.002293572,0.0
78.8,-0.002269928,0.0
78.7,-0.00231031,0.0
78.6,-0.0023552596,0.0
78.7,-0.002387093,0.0
78.7,-0.0023920436,0.0
78.8,-0.0023254065,0.0
79.0,-0.0021201188,0.0
79.1,-0.0017388533,0.0
79.0,-0.0012264372,0.0
79.3,-7.0658175E-4,0.0
79.4,-3.1497053E-4,0.0
79.2,-1.3032235E-4,0.0
79.4,-1.6075713E-4,0.0
79.0,-3.618243E-4,0.0
78.5,-6.142959E-4,0.0
79.0,-6.4787944E-4,0.0
78.9,-1.5881611E-5,0.0
78.9,0.0017163627,0.0
78.8,0.0045555253,0.0
78.6,0.0077822627,0.0
78.6,0.010271569,0.0
78.8,0.011409016,0.0
79.1,0.011750737,0.0
77.9,0.012513814,0.0
81.3,0.0142200235,0.0
76.6,0.016176144,0.0
76.5,0.017589454,0.0
75.8,0.01860454,0.0
75.4,0.019724088,0.0
74.9,0.02081854,0.0
74.4,0.021249132,0.0
72.8,0.02058619,0.0
70.8,0.018880785,0.0
68.8,0.016465543,0.0
67.0,0.013745427,0.0
65.7,0.011134656,0.0
64.5,0.009006857,0.0
63.2,0.0075864294,0.0
62.1,0.0068565877,0.0
61.1,0.0065530594,0.0
60.1,0.006232105,0.0
58.9,0.005378994,0.0
58.8,0.0035581589,0.0
59.3,6.188648E-4,0.0
58.7,-0.0031352323,0.0
58.3,-0.0070077963,0.0
57.9,-0.010230275,0.0
57.7,-0.0123076,0.0
58.2,-0.013183235,0.0
59.5,-0.013220022,0.0
60.8,-0.013048398,0.0
61.5,-0.01324206,0.0
63.0,-0.013896061,0.0
65.0,-0.014558219,0.0
66.1,-0.014846643,0.0
67.5,-0.015164584,0.0
68.7,-0.016499627,0.0
67.6,-0.019335186,0.0
67.2,-0.022848845,0.0
66.9,-0.025269665,0.0
66.9,-0.025107741,0.0
66.5,-0.022228584,0.0
65.9,-0.017876634,0.0
66.4,-0.01369226,0.0
67.2,-0.010686056,0.0
68.0,-0.008972865,0.0
69.2,-0.008159751,0.0
70.3,-0.0078069596,0.0
70.6,-0.007617472,0.0
70.7,-0.007407018,0.0
72.6,-0.007053605,0.0
71.7,-0.0065213814,0.0
70.7,-0.005881082,0.0
70.8,-0.005203503,0.0
70.6,-0.0043704542,0.0
70.2,-0.0030487485,0.0
69.6,-9.819228E-4,0.0
69.4,0.0016441045,0.0
69.1,0.0042066257,0.0
69.6,0.0060636406,0.0
70.1,0.0069273384,0.0
70.2,0.006880316,0.0
70.0,0.006189849,0.0
69.8,0.005172315,0.0
69.6,0.0041370178,0.0
69.3,0.0033238577,0.0
69.0,0.0028350197,0.0
69.1,0.0026308494,0.0
69.3,0.0025994035,0.0
69.4,0.0026365435,0.0
69.4,0.0026851795,0.0
69.1,0.002733348,0.0
69.5,0.0027941181,0.0
69.2,0.0028768857,0.0
68.9,0.002950787,0.0
68.5,0.0029151458,0.0
68.3,0.0025975378,0.0
68.2,0.0017889726,0.0
67.7,3.2562087E-4,0.0
67.1,-0.0017537915,0.0
66.7,-0.0039641513,0.0
66.3,-0.0052286237,0.0
66.3,-0.0043399283,0.0
66.6,-0.0012529679,0.0
67.0,0.0019942962,0.0
67.2,0.0024797462,0.0
67.6,-0.0010101846,0.0
67.9,-0.006886039,0.0
68.4,-0.012195247,0.0
68.6,-0.014845399,0.0
69.2,-0.014727168,0.0
69.9,-0.013271355,0.0
70.7,-0.012169421,0.0
71.5,-0.012322132,0.0
72.2,-0.0135391485,0.0
73.2,-0.014872354,0.0
74.2,-0.015263486,0.0
75.0,-0.014176911,0.0
75.8,-0.011892057,0.0
76.4,-0.009280092,0.0
76.8,-0.007230662,0.0
77.2,-0.006164075,0.0
77.4,-0.0059316535,0.0
77.9,-0.0060225422,0.0
78.6,-0.0058083646,0.0
79.4,-0.0046614734,0.0
79.9,-0.0019880682,0.0
80.4,0.0026036368,0.0
80.8,0.008849693,0.0
81.1,0.015461642,0.0
81.2,0.02058396,0.0
81.3,0.023102578,0.0
81.1,0.023646034,0.0
80.9,0.024171298,0.0
80.7,0.026403084,0.0
80.1,0.030523306,0.0
79.7,0.03524965,0.0
79.3,0.039050765,0.0
78.8,0.041188486,0.0
78.6,0.041765004,0.0
78.2,0.041214086,0.0
78.6,0.04002077,0.0
78.3,0.03873155,0.0
78.5,0.037866067,0.0
78.1,0.03769799,0.0
77.6,0.038177416,0.0
77.3,0.039047476,0.0
77.1,0.03994291,0.0
76.9,0.040352806,0.0
76.5,0.039624114,0.0
76.2,0.03727406,0.0
76.2,0.033611216,0.0
76.0,0.030165482,0.0
75.8,0.02917789,0.0
75.8,0.03207729,0.0
75.3,0.038126312,0.0
75.2,0.044646338,0.0
74.9,0.048787657,0.0
74.6,0.04931456,0.0
73.9,0.047025796,0.0
73.8,0.043799493,0.0
73.6,0.041254185,0.0
73.4,0.03998258,0.0
73.3,0.039663058,0.0
73.0,0.0396941,0.0
72.8,0.039740536,0.0
73.3,0.039831925,0.0
72.6,0.040116556,0.0
72.4,0.04059978,0.0
72.6,0.0410795,0.0
72.7,0.04129135,0.0
72.6,0.041134268,0.0
72.7,0.040764656,0.0
72.7,0.040452603,0.0
72.5,0.040352523,0.0
72.5,0.040407695,0.0
72.2,0.04041992,0.0
72.2,0.04018054,0.0
72.1,0.039595794,0.0
72.2,0.03878063,0.0
72.3,0.03804358,0.0
72.1,0.037674658,0.0
72.0,0.03761784,0.0
71.8,0.03732094,0.0
72.1,0.03599187,0.0
72.1,0.03314645,0.0
72.2,0.029053846,0.0
72.3,0.024691023,0.0
72.4,0.021162998,0.0
72.6,0.019058552,0.0
72.9,0.018283293,0.0
73.2,0.018365987,0.0
73.6,0.018814962,0.0
74.0,0.019252492,0.0
74.4,0.019383803,0.0
74.9,0.01896584,0.0
75.2,0.017847797,0.0
75.7,0.016061405,0.0
76.1,0.013884,0.0
76.6,0.011756419,0.0
77.3,0.010054683,0.0
77.8,0.0089046955,0.0
78.5,0.008163905,0.0
78.9,0.007473683,0.0
79.7,0.0063084844,0.0
80.3,0.0041673114,0.0
80.6,9.85206E-4,0.0
79.8,-0.002617104,0.0
79.8,-0.0057397764,0.0
79.5,-0.007993522,0.0
79.5,-0.009738394,0.0
79.6,-0.011518255,0.0
79.6,-0.013535654,0.0
79.7,-0.01577264,0.0
79.6,-0.018300662,0.0
78.8,-0.021174535,0.0
77.2,-0.024123969,0.0
76.4,-0.02660843,0.0
75.6,-0.028166123,0.0
75.9,-0.028555673,0.0
76.4,-0.027678518,0.0
77.1,-0.025685947,0.0
77.6,-0.023214227,0.0
78.3,-0.02117253,0.0
78.8,-0.020096712,0.0
79.2,-0.019935517,0.0
79.3,-0.02044807,0.0
79.9,-0.021364026,0.0
80.1,-0.022167936,0.0
80.5,-0.022168074,0.0
80.5,-0.020822182,0.0
80.5,-0.017863207,0.0
80.5,-0.01336008,0.0
80.5,-0.007934373,0.0
80.4,-0.0027183532,0.0
80.3,0.0012644692,0.0
80.4,0.0037335162,0.0
80.4,0.005110998,0.0
80.3,0.0059664072,0.0
80.7,0.006586945,0.0
80.8,0.0069360677,0.0
80.9,0.0068017747,0.0
80.8,0.0059656785,0.0
80.6,0.0043990645,0.0
80.3,0.0023793106,0.0
80.3,3.0849356E-4,0.0
80.2,-0.0016823685,0.0
79.6,-0.0038869693,0.0
78.6,-0.0066607576,0.0
77.6,-0.00989474,0.0
76.9,-0.01295049,0.0
76.6,-0.0151613075,0.0
76.2,-0.016338369,0.0
76.2,-0.016791048,0.0
75.6,-0.0169665,0.0
75.1,-0.017094364,0.0
74.8,-0.017064402,0.0
74.8,-0.016575996,0.0
74.8,-0.015489447,0.0
74.2,-0.014172072,0.0
74.5,-0.013523269,0.0
75.1,-0.014494926,0.0
75.5,-0.017364584,0.0
75.7,-0.021420151,0.0
76.2,-0.025469163,0.0
76.8,-0.02869596,0.0
77.5,-0.031000074,0.0
78.1,-0.032686524,0.0
78.8,-0.034071676,0.0
79.6,-0.035308626,0.0
80.4,-0.036252867,0.0
81.5,-0.03626431,0.0
82.4,-0.03427509,0.0
83.1,-0.029575776,0.0
83.6,-0.023063496,0.0
84.1,-0.017552081,0.0
84.5,-0.016021937,0.0
85.2,-0.019202951,0.0
85.4,-0.025249321,0.0
85.5,-0.03163322,0.0
85.4,-0.036698993,0.0
85.7,-0.0396491,0.0
85.9,-0.040086124,0.0
85.6,-0.038037628,0.0
86.0,-0.03404872,0.0
86.4,-0.028826624,0.0
86.5,-0.022837149,0.0
86.8,-0.016535576,0.0
86.9,-0.0109355,0.0
86.9,-0.0074117943,0.0
86.8,-0.006597579,0.0
86.6,-0.007676642,0.0
86.5,-0.008923378,0.0
86.2,-0.008826156,0.0
86.2,-0.006810792,0.0
86.1,-0.00330239,0.0
86.0,6.822038E-4,0.0
85.6,0.004139582,0.0
84.1,0.006550073,0.0
82.1,0.007950367,0.0
80.7,0.008649796,0.0
79.1,0.0089099435,0.0
77.5,0.008835575,0.0
76.6,0.0084431805,0.0
76.2,0.0077709993,0.0
75.3,0.0069486406,0.0
74.5,0.0061773136,0.0
74.5,0.0056334967,0.0
74.8,0.0053836196,0.0
74.1,0.0053708036,0.0
72.9,0.005452326,0.0
71.7,0.0054402314,0.0
71.0,0.00513894,0.0
71.3,0.004415965,0.0
71.8,0.0033076748,0.0
72.4,0.0020659792,0.0
72.9,0.0010407894,0.0
73.4,4.4630514E-4,0.0
74.0,1.9358651E-4,0.0
73.9,-9.2519214E-5,0.0
73.7,-8.9083426E-4,0.0
74.1,-0.002511865,0.0
74.0,-0.004869408,0.0
74.3,-0.007508154,0.0
74.5,-0.009966108,0.0
74.6,-0.012156739,0.0
75.1,-0.014333447,0.0
74.1,-0.016670754,0.0
72.6,-0.018946182,0.0
71.4,-0.020630077,0.0
72.1,-0.02122355,0.0
73.4,-0.020537572,0.0
74.3,-0.018793248,0.0
75.3,-0.016572483,0.0
76.0,-0.014632333,0.0
76.9,-0.013606221,0.0
77.9,-0.013730919,0.0
78.8,-0.014774907,0.0
79.8,-0.016211975,0.0
80.8,-0.017511223,0.0
81.6,-0.018312909,0.0
82.2,-0.0183079,0.0
82.2,-0.016896881,0.0
81.3,-0.013067909,0.0
80.0,-0.006007663,0.0
78.6,0.0036850884,0.0
77.2,0.013394068,0.0
76.1,0.019791124,0.0
75.0,0.02136447,0.0
74.2,0.019469919,0.0
72.7,0.016725298,0.0
72.1,0.014860115,0.0
72.5,0.014168329,0.0
73.0,0.014230027,0.0
73.6,0.0146192685,0.0
74.1,0.015105923,0.0
74.7,0.015559291,0.0
75.1,0.015860965,0.0
75.3,0.015927525,0.0
75.7,0.015739806,0.0
76.0,0.0152794495,0.0
76.7,0.01442921,0.0
77.0,0.012989493,0.0
77.4,0.010906917,0.0
77.8,0.008577355,0.0
78.6,0.006795278,0.0
79.2,0.0061065434,0.0
79.9,0.0061357934,0.0
80.4,0.0057963976,0.0
80.9,0.004320895,0.0
81.3,0.0019659754,0.0
81.7,-3.9648102E-4,0.0
82.1,-0.0022766367,0.0
82.4,-0.004036067,0.0
82.8,-0.006399546,0.0
83.1,-0.009596609,0.0
82.0,-0.01303435,0.0
80.5,-0.015809061,0.0
79.4,-0.017463867,0.0
78.9,-0.018213553,0.0
78.7,-0.018581124,0.0
78.5,-0.018972475,0.0
78.4,-0.019557785,0.0
78.3,-0.020410366,0.0
78.2,-0.021633256,0.0
77.9,-0.023306975,0.0
77.6,-0.025386658,0.0
77.8,-0.027758267,0.0
78.3,-0.030390348,0.0
79.0,-0.033286132,0.0
79.3,-0.036189623,0.0
79.9,-0.038494546,0.0
80.8,-0.039695326,0.0
81.9,-0.039953236,0.0
82.5,-0.04011392,0.0
82.5,-0.04114519,0.0
82.1,-0.043443464,0.0
82.1,-0.04646246,0.0
81.3,-0.049034745,0.0
80.7,-0.050204583,0.0
80.2,-0.0497037,0.0
79.6,-0.047850873,0.0
79.4,-0.045463637,0.0
80.0,-0.043677703,0.0
80.7,-0.0433311,0.0
81.1,-0.044421278,0.0
81.2,-0.046176072,0.0
81.1,-0.047597475,0.0
80.8,-0.048055325,0.0
80.5,-0.047593977,0.0
80.6,-0.046780735,0.0
80.9,-0.04625907,0.0
80.6,-0.04640737,0.0
80.5,-0.0472385,0.0
81.5,-0.048424684,0.0
81.6,-0.04947704,0.0
81.2,-0.050047472,0.0
80.1,-0.050050355,0.0
79.3,-0.049543094,0.0
78.3,-0.048673317,0.0
77.4,-0.04772596,0.0
76.4,-0.04703445,0.0
75.5,-0.046782188,0.0
75.7,-0.046900485,0.0
75.9,-0.047147002,0.0
75.3,-0.04725577,0.0
75.1,-0.047018822,0.0
75.3,-0.046354253,0.0
75.1,-0.04540173,0.0
75.5,-0.04448722,0.0
